state,county,zip
Texas,Colorado,77488
North Carolina,Cumberland,28308
Mississippi,Hinds,39204
Michigan,Macomb,48026
Ohio,Lucas,43608
New York,Chemung,14904
Nevada,Washoe,89508
New York,Suffolk,11951
Texas,Brazos,77808
Texas,Robertson,77808
North Carolina,Harnett,27504
North Carolina,Johnston,27504
New York,Saratoga,12019
New York,Schenectady,12019
Wisconsin,Milwaukee,53129
Ohio,Cuyahoga,44132
Missouri,Clay,64117
South Carolina,Greenville,29662
California,Stanislaus,95368
South Carolina,Beaufort,29907
Texas,Parker,76088
Illinois,Cook,60418
Illinois,Cook,60445
Mississippi,Panola,38606
Mississippi,Lafayette,38606
Mississippi,Quitman,38606
California,Calaveras,95252
California,Calaveras,95254
California,Calaveras,95225
California,Calaveras,95226
New York,Franklin,12953
New York,Rensselaer,12182
New Mexico,Torrance,87015
New Mexico,Santa Fe,87015
New Mexico,Bernalillo,87015
New Mexico,Santa Fe,87501
Florida,Miami-Dade,33154
Wisconsin,Milwaukee,53233
Arkansas,Hot Spring,71923
Arkansas,Clark,71999
Arkansas,Dallas,71923
Arkansas,Clark,71923
Arkansas,Clark,71728
Arkansas,Clark,71998
Ohio,Defiance,43506
Ohio,Williams,43506
Alabama,Jefferson,35180
Tennessee,Sullivan,37617
Alabama,Blount,35180
Ohio,Montgomery,45377
Florida,Miami-Dade,33149
Oregon,Lane,97403
Illinois,Lee,61068
Illinois,Ogle,60113
Texas,Smith,75762
Illinois,Ogle,61068
Illinois,DeKalb,61068
Missouri,Cass,64701
Oklahoma,Oklahoma,73118
Michigan,Mason,49660
Michigan,Manistee,49626
Michigan,Manistee,49634
Michigan,Manistee,49660
Maryland,Prince George's,20613
Maryland,Charles,20613
Texas,Waller,77445
Alaska,Kenai Peninsula,99682
Alaska,Kenai Peninsula,99611
Pennsylvania,Blair,16648
Washington,Pierce,98360
Kentucky,Jefferson,40204
Michigan,Hillsdale,49242
North Carolina,Person,27574
North Carolina,Granville,27574
Oklahoma,Osage,74070
Texas,Brazos,77801
Oklahoma,Tulsa,74070
Oklahoma,Washington,74070
Michigan,Berrien,49047
Michigan,Van Buren,49047
Michigan,Cass,49047
Alabama,Chilton,35045
Ohio,Licking,43023
Ohio,Henry,43555
Ohio,Defiance,43545
Ohio,Henry,43545
Illinois,Madison,62026
Illinois,Madison,62034
Pennsylvania,Susquehanna,18407
Pennsylvania,Lackawanna,18407
Wisconsin,Portage,54467
Michigan,Lenawee,49286
South Carolina,Anderson,29697
Iowa,Monroe,52577
Iowa,Mahaska,52577
Iowa,Mahaska,52595
Indiana,Washington,47170
Indiana,Scott,47170
Indiana,Jefferson,47170
Georgia,Appling,31539
Georgia,Jeff Davis,31539
Virginia,Wythe,24382
Texas,Comal,78163
Florida,Hillsborough,33616
Oregon,Washington,97113
Washington,King,98101
District of Columbia,District of Columbia,20024
District of Columbia,District of Columbia,20373
District of Columbia,District of Columbia,20204
District of Columbia,District of Columbia,20250
District of Columbia,District of Columbia,20260
District of Columbia,District of Columbia,20319
District of Columbia,District of Columbia,20591
Kansas,Sedgwick,67060
Arizona,Maricopa,85387
Colorado,Arapahoe,80018
Missouri,St. Louis,63132
Indiana,St. Joseph,46561
Indiana,Elkhart,46561
New York,Onondaga,13215
Texas,Van Zandt,75169
Georgia,Walker,30747
Texas,Hunt,75169
Texas,Kaufman,75169
Georgia,Chattooga,30747
Arkansas,Pulaski,72117
Florida,Leon,32317
Arizona,Maricopa,85305
Illinois,Monroe,62236
Illinois,St. Clair,62236
Illinois,Macon,62514
Maryland,Anne Arundel,21054
California,Placer,95650
Illinois,Macon,62537
Illinois,Macon,62522
Kansas,Cowley,67156
Florida,Bay,32413
Florida,Walton,32413
Indiana,Kosciusko,46582
Texas,Fort Bend,77423
Texas,Waller,77466
Texas,Waller,77423
Washington,King,98104
Oklahoma,Ottawa,74344
Oklahoma,Delaware,74344
Texas,Smith,75707
Maryland,Frederick,21774
Florida,Broward,33330
Arizona,Cochise,85650
New York,Monroe,14627
New York,Monroe,14619
Minnesota,Hennepin,55364
Alabama,Madison,35816
Alabama,Madison,35896
North Carolina,Robeson,28360
North Carolina,Robeson,28359
Arkansas,Pulaski,72103
Arkansas,Saline,72103
North Carolina,Guilford,27214
North Carolina,Rockingham,27214
Illinois,Jackson,62966
New York,Orange,10941
Illinois,Cook,60415
Virginia,Alexandria,22301
Oregon,Lane,97408
Utah,Box Elder,84316
Utah,Box Elder,84337
North Carolina,Buncombe,28801
Oklahoma,Oklahoma,73108
Florida,Miami-Dade,33129
Ohio,Richland,44904
Ohio,Morrow,44904
Arizona,Coconino,86047
Arizona,Navajo,86047
Florida,Marion,34475
Georgia,Bartow,30103
Georgia,Gordon,30103
Georgia,Floyd,30103
Georgia,Carroll,30110
Georgia,Haralson,30110
Pennsylvania,Bucks,18036
Pennsylvania,Lehigh,18036
Minnesota,Ramsey,55107
Ohio,Hamilton,45220
Mississippi,Hinds,39272
Virginia,Richmond,23221
Texas,Travis,78645
North Carolina,Mecklenburg,28282
North Carolina,Mecklenburg,28202
North Carolina,Mecklenburg,28244
North Carolina,Mecklenburg,28280
Florida,Bay,32407
Louisiana,Franklin,71295
Missouri,Greene,65801
Missouri,Greene,65897
Missouri,Greene,65806
Florida,Sarasota,34235
Florida,Brevard,32903
Idaho,Canyon,83644
Nebraska,Douglas,68182
Nebraska,Douglas,68132
Pennsylvania,Lackawanna,18509
Mississippi,Wayne,39367
Mississippi,Clarke,39367
Mississippi,Wayne,39324
California,Yolo,95605
Colorado,Garfield,81650
Colorado,Rio Blanco,81650
Kentucky,Kenton,41094
Kentucky,Boone,41094
New York,Dutchess,12538
Maryland,Montgomery,20882
New York,Onondaga,13057
New York,Suffolk,11953
North Carolina,Lenoir,28551
Minnesota,Hennepin,55413
North Carolina,Wayne,28551
North Carolina,Greene,28551
Illinois,Cook,60130
North Carolina,Orange,27510
North Carolina,Orange,27599
Montana,Ravalli,59840
Minnesota,Hennepin,55436
Arkansas,Drew,71655
Arkansas,Lincoln,71655
South Carolina,Laurens,29325
Mississippi,Winston,39339
South Carolina,Anderson,29624
Texas,Dallas,75223
West Virginia,Berkeley,25428
Indiana,Fulton,46975
North Carolina,Lincoln,28021
North Carolina,Gaston,28021
North Carolina,Cleveland,28021
Indiana,Fulton,46922
Indiana,Fulton,46945
Pennsylvania,Jefferson,15781
Pennsylvania,Jefferson,15744
Pennsylvania,Jefferson,15780
Pennsylvania,Jefferson,15767
Pennsylvania,Indiana,15767
Pennsylvania,Clearfield,15767
Pennsylvania,Jefferson,15715
Georgia,DeKalb,30317
Colorado,Montrose,81416
Colorado,Delta,81416
Georgia,Fulton,30317
Georgia,Ware,31501
California,Mendocino,95490
Tennessee,Robertson,37073
Virginia,Smyth,24354
Washington,Clallam,98363
Tennessee,Shelby,38103
Florida,Polk,33812
South Carolina,Dillon,29571
South Carolina,Marion,29571
Nebraska,Gage,68310
Nebraska,Jefferson,68310
North Carolina,Carteret,28584
North Carolina,Onslow,28584
Pennsylvania,York,17311
Pennsylvania,York,17362
Oregon,Lane,97448
Oregon,Benton,97448
Texas,Tarrant,76022
Pennsylvania,Philadelphia,19106
Mississippi,Panola,38668
Mississippi,Tate,38668
Illinois,Cook,60026
Texas,Dallas,75209
Florida,Marion,34479
Florida,Sarasota,34239
Wisconsin,La Crosse,54603
Indiana,Hamilton,46055
Indiana,Hancock,46055
Texas,Nueces,78405
New York,Suffolk,11767
Minnesota,Ramsey,55103
Oklahoma,Osage,74003
Oklahoma,Washington,74003
Alabama,Cullman,35077
Pennsylvania,Butler,16057
Pennsylvania,Mercer,16057
Pennsylvania,Lawrence,16057
Alabama,Cullman,35070
Georgia,Glynn,31523
California,San Bernardino,91708
California,Riverside,91708
Minnesota,Nicollet,56082
Minnesota,Le Sueur,56082
Wisconsin,Fond du Lac,53963
Wisconsin,Dodge,53963
Arizona,Maricopa,85007
Florida,Duval,32219
Alabama,Cullman,35057
Tennessee,Union,37721
Tennessee,Knox,37721
Maryland,Garrett,21550
Minnesota,Carver,55387
Minnesota,Hennepin,55387
Georgia,Dodge,31023
Georgia,Pulaski,31023
Wisconsin,Outagamie,54961
Wisconsin,Waupaca,54961
California,Alameda,94705
North Carolina,Randolph,27370
New York,Queens,11693
Washington,Spokane,99201
Pennsylvania,Montgomery,19003
Pennsylvania,Delaware,19003
Louisiana,St. Charles,70070
Florida,Palm Beach,33403
Texas,Jefferson,77713
Texas,Jefferson,77613
Illinois,DuPage,60191
Florida,Washington,32425
Florida,Holmes,32425
Nevada,Douglas,89460
Nevada,Douglas,89449
Pennsylvania,Wayne,18444
Pennsylvania,Lackawanna,18444
Delaware,Sussex,19971
Oklahoma,Texas,73942
Tennessee,Cumberland,38571
Ohio,Warren,45249
Ohio,Hamilton,45249
Michigan,Washtenaw,48189
Michigan,Livingston,48189
New York,Schenectady,12308
New York,Suffolk,11702
Missouri,Jackson,64057
Missouri,Jackson,64080
Missouri,Cass,64090
Missouri,Johnson,64080
Missouri,Cass,64080
Wisconsin,Sauk,53959
Pennsylvania,Bucks,18938
Texas,Bexar,78225
Minnesota,Anoka,55040
Minnesota,Isanti,55040
Alabama,Jefferson,35208
Wisconsin,Manitowoc,54241
California,Sacramento,95817
Tennessee,Cannon,37166
Tennessee,DeKalb,37166
Tennessee,Warren,37166
Texas,Montgomery,77372
Texas,Liberty,77372
Washington,Yakima,99350
Washington,Klickitat,99350
Washington,Benton,99350
Washington,Benton,99345
Delaware,Kent,19934
North Carolina,Iredell,27055
North Carolina,Davie,27055
North Carolina,Yadkin,27055
New York,Albany,12211
Texas,Smith,75791
Florida,Leon,32310
Alabama,Limestone,35773
Alabama,Madison,35773
Pennsylvania,Allegheny,15116
Minnesota,Isanti,55056
Minnesota,Chisago,55056
Colorado,El Paso,80925
Texas,Wichita,76309
Texas,Tarrant,76164
North Carolina,Granville,27525
North Carolina,Franklin,27525
Virginia,Pittsylvania,24592
Virginia,Halifax,24592
Montana,Flathead,59927
Pennsylvania,Westmoreland,15668
Louisiana,Red River,71115
Montana,Flathead,59937
Pennsylvania,Allegheny,15668
Louisiana,Caddo,71115
New York,Nassau,11598
Oregon,Curry,97415
Alabama,Shelby,35043
California,Orange,90716
California,Los Angeles,90716
Texas,Austin,77473
Texas,Austin,77474
Texas,Colorado,77474
Kansas,Johnson,66205
Texas,Brazoria,77422
Michigan,Washtenaw,48160
Michigan,Monroe,48160
Illinois,Cook,60463
New York,St. Lawrence,13696
Virginia,Portsmouth,23707
New York,St. Lawrence,13699
New York,St. Lawrence,13647
New York,St. Lawrence,13676
Arkansas,Jefferson,71659
Arkansas,Lincoln,71601
Arkansas,Jefferson,71601
Oklahoma,Blaine,73096
Oklahoma,Washita,73096
Oklahoma,Custer,73096
Illinois,Cook,60457
Pennsylvania,Greene,15370
Pennsylvania,Washington,15370
Oklahoma,Roger Mills,73644
Oklahoma,Washita,73644
Oklahoma,Beckham,73644
Oklahoma,Custer,73644
Florida,Baker,32063
Colorado,Mesa,81520
Illinois,Cook,60173
Texas,Rusk,75652
Ohio,Ottawa,43433
Texas,Panola,75652
Ohio,Ottawa,43452
Arkansas,Benton,72714
Illinois,Peoria,61605
Pennsylvania,Allegheny,15234
Pennsylvania,Berks,19522
Alabama,Baldwin,36567
California,Kern,93301
Ohio,Geauga,44041
Ohio,Ashtabula,44041
Ohio,Lake,44041
Ohio,Hamilton,45229
Wisconsin,Racine,53404
Pennsylvania,Montgomery,18964
Pennsylvania,Bucks,18964
New York,Ontario,14513
New York,Wayne,14513
Colorado,Elbert,80107
Kansas,Johnson,66219
South Carolina,Spartanburg,29365
Tennessee,Knox,37916
Kentucky,Lincoln,40444
Kentucky,Garrard,40444
Tennessee,Washington,37663
Tennessee,Sullivan,37663
Florida,Levy,32696
California,Sacramento,95742
Florida,Marion,32696
Oklahoma,Wagoner,74446
Oklahoma,Wagoner,74467
Oklahoma,Wagoner,74477
Illinois,Grundy,60410
Illinois,Will,60410
Indiana,St. Joseph,46615
Indiana,Hancock,46163
Indiana,Shelby,46163
Indiana,Marion,46163
Virginia,Chesterfield,23120
Virginia,Powhatan,23120
Tennessee,Johnson,37683
Alaska,Petersburg,99929
Alaska,Wrangell,99903
Alaska,Ketchikan Gateway,99903
Alaska,Ketchikan Gateway,99929
Alaska,Prince of Wales-Hyder,99925
Alaska,Wrangell,99929
Alaska,Prince of Wales-Hyder,99922
Alaska,Prince of Wales-Hyder,99923
Alaska,Prince of Wales-Hyder,99926
Alaska,Ketchikan Gateway,99901
Alaska,Prince of Wales-Hyder,99918
Alaska,Prince of Wales-Hyder,99921
Alaska,Prince of Wales-Hyder,99901
Alaska,Ketchikan Gateway,99926
Alaska,Prince of Wales-Hyder,99919
Kentucky,Fleming,41056
Kentucky,Mason,41056
Kentucky,Lewis,41056
Texas,Hidalgo,78557
Kansas,Butler,67010
Ohio,Montgomery,45426
Georgia,Monroe,30204
Georgia,Upson,30204
Georgia,Lamar,30204
Oregon,Jackson,97503
Oklahoma,Grady,73089
Illinois,DuPage,60555
New York,Queens,11366
Illinois,Piatt,61853
Illinois,Champaign,61853
Virginia,Hampton,23605
Virginia,Newport News,23605
Texas,Hutchinson,79008
Texas,Hutchinson,79078
Texas,Hutchinson,79007
Florida,Pasco,34669
Virginia,Pulaski,24301
California,Contra Costa,94507
Florida,Clay,32656
Florida,Bradford,32656
Georgia,Lowndes,31632
Virginia,Falls Church,22044
Georgia,Cook,31632
Virginia,Fairfax,22044
Virginia,Brunswick,23847
Virginia,Greensville,23847
Virginia,Greensville,23870
Virginia,Southampton,23847
Virginia,Sussex,23847
Virginia,Emporia,23847
Missouri,Jefferson,63069
Missouri,Franklin,63069
Missouri,St. Louis,63069
West Virginia,Randolph,26241
Texas,Harris,77032
California,Fresno,93640
Missouri,St. Louis,63134
California,Kings,93204
Virginia,Chesterfield,23836
Ohio,Ross,45690
Ohio,Pike,45690
Illinois,Livingston,61764
California,Tulare,93221
Washington,King,98077
Washington,Snohomish,98077
New York,Orange,10924
Iowa,Dubuque,52003
Michigan,Cheboygan,49721
Ohio,Summit,44301
Pennsylvania,Allegheny,15243
Texas,Reeves,79772
Texas,Reeves,79785
Texas,Ward,79772
Texas,Reeves,79770
Texas,Bexar,78248
Illinois,Whiteside,61071
Illinois,Lee,61071
Tennessee,Jefferson,37760
Ohio,Summit,44141
Ohio,Cuyahoga,44141
Nebraska,Lancaster,68512
Delaware,Sussex,19968
Ohio,Crawford,44875
Ohio,Richland,44875
Virginia,Hampton,23661
California,San Francisco,94105
Virginia,Hampton,23668
Virginia,Hampton,23663
Virginia,Hampton,23667
New York,Westchester,10530
Louisiana,Calcasieu,70615
Arkansas,Sebastian,72936
Florida,Duval,32254
Virginia,Goochland,23093
Virginia,Louisa,23093
Virginia,Fluvanna,23093
California,Los Angeles,93543
Texas,Lampasas,76550
Texas,Burnet,76550
Florida,Miami-Dade,33170
New York,Monroe,14610
Kentucky,Carter,41143
Kentucky,Greenup,41143
Missouri,Greene,65742
Missouri,Webster,65742
Missouri,Christian,65742
North Carolina,Wilkes,28697
Pennsylvania,Bucks,19055
Illinois,Stark,61443
Illinois,Henry,61443
Illinois,Bureau,61443
Ohio,Pickaway,43125
Ohio,Franklin,43125
Kansas,Sedgwick,67209
North Carolina,Wayne,27524
Minnesota,Hennepin,55435
North Carolina,Johnston,27524
New York,Suffolk,11751
Pennsylvania,Centre,16686
Pennsylvania,Blair,16686
Pennsylvania,Huntingdon,16686
Delaware,New Castle,19734
Florida,Volusia,32176
California,Stanislaus,95357
California,Stanislaus,95319
Maryland,Queen Anne's,21666
Texas,Harris,77078
Texas,Wilson,78121
Texas,Guadalupe,78121
Louisiana,Rapides,71302
Pennsylvania,Allegheny,15226
Missouri,Platte,64089
Missouri,Clay,64089
West Virginia,Berkeley,25403
Florida,Polk,33868
Texas,Cherokee,75757
Texas,Smith,75757
Texas,Cherokee,75759
Minnesota,Dakota,55077
Georgia,Emanuel,30401
Georgia,Emanuel,30448
Ohio,Warren,45152
Kansas,Sedgwick,67220
New York,Ulster,12528
Illinois,McHenry,60033
Illinois,Boone,60033
Missouri,Buchanan,64505
Missouri,Andrew,64505
Indiana,Lake,46320
Washington,Spokane,99006
Washington,Pend Oreille,99006
Washington,Stevens,99006
Ohio,Wayne,44667
West Virginia,Cabell,25504
West Virginia,Wayne,25504
Michigan,Calhoun,49224
Michigan,Jackson,49224
Mississippi,Forrest,39475
Mississippi,Lamar,39475
Illinois,Champaign,61866
Ohio,Hamilton,45002
Ohio,Hamilton,45041
North Carolina,Beaufort,27892
Ohio,Clark,45506
North Carolina,Martin,27892
Mississippi,Scott,39074
Mississippi,Smith,39074
Mississippi,Scott,39359
Florida,Broward,33019
New York,Washington,12839
New York,Warren,12839
Colorado,El Paso,80924
Nevada,Clark,89143
Georgia,Greene,30665
Georgia,Greene,30642
Michigan,Kent,49345
Florida,Orange,32801
Colorado,Larimer,80549
Colorado,Weld,80549
Alabama,Walker,35504
New York,Rockland,10980
New York,Orange,10980
Michigan,Gratiot,48801
Illinois,Cook,60526
Pennsylvania,Clearfield,16830
Pennsylvania,Clearfield,16843
Alabama,Etowah,35904
Pennsylvania,Allegheny,15218
South Carolina,Oconee,29693
California,Ventura,91377
California,Merced,95360
California,Stanislaus,95360
Illinois,Cook,60558
Ohio,Delaware,43031
Ohio,Licking,43031
New York,Westchester,10528
Ohio,Stark,44721
Ohio,Stark,44652
Arkansas,Randolph,72455
South Carolina,Anderson,29626
West Virginia,Jefferson,25425
West Virginia,Jefferson,25432
Texas,Jefferson,77651
Colorado,Weld,80621
Ohio,Hamilton,45246
Ohio,Butler,45246
California,Santa Clara,95030
Nebraska,Lancaster,68522
Ohio,Montgomery,45403
Nebraska,Cass,68048
Maryland,Howard,21029
North Carolina,Robeson,28364
North Carolina,Hoke,28364
North Carolina,Scotland,28364
Nebraska,Douglas,68131
Georgia,Putnam,30650
Georgia,Morgan,30650
Georgia,Greene,30650
Georgia,Walton,30650
North Carolina,Gaston,28016
New York,Suffolk,11968
New York,Suffolk,11969
Louisiana,Orleans,70130
Texas,Wood,75773
Texas,Smith,75773
Florida,Sarasota,34288
Kansas,Wyandotte,66103
Texas,Wichita,76367
Kansas,Wyandotte,66160
Missouri,Stoddard,63841
Nebraska,Sarpy,68133
Florida,Brevard,32931
New Mexico,Bernalillo,87104
Illinois,Kendall,60536
Indiana,Newton,46310
Illinois,Kendall,60545
Indiana,Jasper,46310
Missouri,Dent,65560
Missouri,Crawford,65560
Missouri,Texas,65560
Missouri,Phelps,65560
Missouri,Dent,65541
Missouri,Shannon,65560
Iowa,Mahaska,50219
Iowa,Marion,50219
Michigan,Oakland,48381
Louisiana,St. Mary,70538
Louisiana,St. Mary,70522
Alabama,Jefferson,35210
Arkansas,Benton,72745
New Mexico,Los Alamos,87547
New York,Chautauqua,14063
New Mexico,Los Alamos,87544
New Mexico,Sandoval,87544
California,Sacramento,95639
California,Sacramento,95832
Louisiana,East Baton Rouge,70739
Arkansas,Sebastian,72908
District of Columbia,District of Columbia,20005
Utah,Duchesne,84066
Utah,Uintah,84066
Washington,Grays Harbor,98579
Washington,Thurston,98556
Washington,Thurston,98579
Washington,Lewis,98579
Louisiana,Lafayette,70529
Louisiana,Acadia,70529
Missouri,Barry,65708
Louisiana,Vermilion,70529
Missouri,Lawrence,65708
Illinois,St. Clair,62206
Texas,Willacy,78590
Texas,Willacy,78561
Texas,Willacy,78580
Texas,Kenedy,78338
Texas,Kenedy,78580
Louisiana,Caddo,71129
Texas,Travis,78726
California,Los Angeles,90013
Oklahoma,Tulsa,74128
Florida,Hernando,34604
Texas,Morris,75686
Mississippi,Harrison,39571
Texas,Upshur,75686
Texas,Camp,75686
Mississippi,Hancock,39571
Texas,Titus,75686
Ohio,Lucas,43558
Ohio,Fulton,43558
California,Marin,94957
California,Marin,94904
Michigan,Barry,49348
Michigan,Kent,49348
Michigan,Allegan,49348
Michigan,Allegan,49335
Virginia,Craig,24426
Hawaii,Hawaii,96719
Hawaii,Hawaii,96743
Hawaii,Hawaii,96755
Virginia,Alleghany,24426
Virginia,Covington,24426
Missouri,Pulaski,65583
Pennsylvania,Dauphin,17103
New York,Nassau,11753
Illinois,Cook,60712
Tennessee,Knox,37924
Indiana,Spencer,47601
Florida,Brevard,32908
Indiana,Warrick,47601
Alabama,Madison,35750
Minnesota,Hennepin,55442
Alabama,Marshall,35951
Alabama,DeKalb,35951
Alabama,Elmore,36078
Alabama,Macon,36078
Alabama,Tallapoosa,36078
Colorado,Adams,80640
Pennsylvania,Luzerne,18202
Pennsylvania,Luzerne,18219
Pennsylvania,Schuylkill,18202
Montana,Cascade,59401
California,Merced,95315
Ohio,Mahoning,44425
Ohio,Trumbull,44425
Minnesota,Hennepin,55445
Wyoming,Fremont,82520
Wyoming,Fremont,82310
Pennsylvania,Lackawanna,18510
Florida,Walton,32439
Michigan,Allegan,49090
Michigan,Van Buren,49063
Michigan,Van Buren,49090
Pennsylvania,Adams,17350
Ohio,Gallia,45631
Louisiana,St. Charles,70047
Tennessee,Loudon,37772
Tennessee,Knox,37772
Pennsylvania,Luzerne,18634
Maryland,Harford,21047
Florida,Hardee,33873
Texas,Medina,78861
Oregon,Tillamook,97141
California,Merced,95388
California,Merced,95312
Texas,Pecos,79730
Texas,Pecos,79735
Texas,Pecos,79743
New York,Westchester,10514
Georgia,Walton,30620
Georgia,Gwinnett,30620
Georgia,Barrow,30620
Alaska,Fairbanks North Star,99712
Alaska,Fairbanks North Star,99707
Iowa,Buena Vista,50588
Iowa,Buena Vista,50592
Iowa,Sac,50588
Illinois,Cook,60471
Illinois,Will,60471
North Carolina,Hoke,28315
North Carolina,Moore,28315
Illinois,Lake,60088
Florida,Manatee,34211
Missouri,Platte,64028
Missouri,Platte,64079
Maryland,St. Mary's,20619
Ohio,Stark,44614
Ohio,Wayne,44614
Tennessee,Hamilton,37406
Ohio,Summit,44614
Louisiana,Caddo,71104
Ohio,Delaware,43021
Louisiana,Bossier,71104
Mississippi,Issaquena,39183
Mississippi,Warren,39183
Texas,Zapata,78076
Texas,Zapata,78545
Texas,Zapata,78564
Texas,Starr,78545
Pennsylvania,Mercer,16146
North Carolina,Forsyth,27023
Florida,St. Lucie,34947
Wisconsin,Dane,53717
Alabama,Lauderdale,35645
West Virginia,Kanawha,25302
Florida,Citrus,34452
Mississippi,Harrison,39574
Mississippi,Stone,39574
Virginia,Fairfax,22308
Alabama,Butler,36037
New York,Orleans,14411
Alabama,Crenshaw,36037
Alabama,Madison,35761
Tennessee,Haywood,38012
Maryland,Allegany,21532
Maryland,Allegany,21542
Maryland,Allegany,21543
Maryland,Garrett,21532
Texas,El Paso,79849
Ohio,Portage,44260
Ohio,Summit,44260
Florida,Pinellas,33776
Ohio,Stark,44260
Florida,Broward,33315
Missouri,Franklin,63079
Missouri,Washington,63080
Missouri,Crawford,63080
Missouri,Franklin,63080
